"","x"
"321",0.19047619047619
"322",0.229885057471264
"323",0.161290322580645
"324",0.032258064516129
"325",0.193548387096774
"326",0.169230769230769
"327",0.17741935483871
"328",0.258064516129032
"329",0.274193548387097
"330",0.274193548387097
"331",0.274193548387097
"332",0.161290322580645
"333",0.226890756302521
"334",0.181818181818182
"335",0.193548387096774
"336",0.17741935483871
"337",0.193548387096774
"338",0.153846153846154
"339",0.161290322580645
"340",0.193548387096774
"341",0.196969696969697
"342",0.129032258064516
"343",0.209302325581395
"344",0.209677419354839
"345",0.241935483870968
"346",0.161290322580645
"347",0.209677419354839
"348",0.219512195121951
"349",0.209677419354839
"350",0.241935483870968
"351",0.209677419354839
"352",0.225806451612903
"353",0.193548387096774
"354",0.193548387096774
"355",0.193548387096774
"356",0.193548387096774
"357",0.193548387096774
"358",0.112903225806452
"359",0.0736842105263158
"360",0.161290322580645
"361",0.204819277108434
"362",0.225806451612903
"363",0.220930232558139
"364",0.241935483870968
"365",0.241935483870968
"366",0.241935483870968
"367",0.193548387096774
"368",0.129032258064516
"369",0.193548387096774
"370",0.219512195121951
"371",0.193548387096774
"372",0.17741935483871
"373",0.21875
"374",0.225806451612903
"375",0.225806451612903
"376",0.258064516129032
"377",0.145161290322581
"378",0.209677419354839
"379",0.193548387096774
"380",0.193548387096774
"381",0.193548387096774
"382",0.209677419354839
"383",0.258064516129032
"384",0.290322580645161
"385",0.252631578947368
"386",0.258064516129032
"387",0.187165775401069
"388",0.306451612903226
"389",0.171875
"390",0.209677419354839
"391",0.240963855421687
"392",0.290322580645161
"393",0.186567164179104
"394",0.17741935483871
"395",0.193548387096774
"396",0.17741935483871
"397",0.234848484848485
"398",0.161290322580645
"399",0.337209302325581
"400",0.25
"401",0.193548387096774
"402",0.238095238095238
"403",0.258064516129032
"404",0.26890756302521
"405",0.211382113821138
"406",0.2
"407",0.226086956521739
"408",0.209677419354839
"409",0.238938053097345
"410",0.244186046511628
"411",0.211382113821138
"412",0.302631578947368
"413",0.145161290322581
"414",0.25
"415",0.211538461538462
"416",0.274193548387097
"417",0.161290322580645
"418",0.207792207792208
"419",0.17741935483871
"420",0.258064516129032
"421",0.258064516129032
"422",0.142857142857143
"423",0.225806451612903
"424",0.238095238095238
"425",0.17741935483871
"426",0.247863247863248
"427",0.222222222222222
"428",0.24
"429",0.217391304347826
"430",0.164179104477612
"431",0.209677419354839
"432",0.17741935483871
"433",0.204819277108434
"434",0.238805970149254
"435",0.172413793103448
"436",0.256756756756757
"437",0.238636363636364
"438",0.216981132075472
"439",0.290322580645161
"440",0.225806451612903
"441",0.258064516129032
"442",0.220779220779221
"443",0.209677419354839
"444",0.241379310344828
"445",0.197183098591549
"446",0.161290322580645
"447",0.215686274509804
"448",0.268041237113402
"449",0.225806451612903
"450",0.253521126760563
"451",0.240963855421687
"452",0.241935483870968
"453",0.225806451612903
"454",0.225806451612903
"455",0.223684210526316
"456",0.193548387096774
"457",0.161290322580645
"458",0.0967741935483871
"459",0.161290322580645
"460",0.222222222222222
"461",0.161290322580645
"462",0.241935483870968
"463",0.193548387096774
"464",0.264367816091954
"465",0.213333333333333
"466",0.193548387096774
"467",0.225806451612903
"468",0.173913043478261
"469",0.0967741935483871
"470",0.225806451612903
"471",0.193548387096774
"472",0.217687074829932
"473",0.193548387096774
"474",0.228070175438597
"475",0.205882352941177
"476",0.207317073170732
"477",0.25
"478",0.193548387096774
"479",0.209677419354839
"480",0.239130434782609
"481",0.218978102189781
"482",0.216216216216216
"483",0.210526315789474
"484",0.276422764227642
"485",0.213592233009709
"486",0.19047619047619
"487",0.261363636363636
"488",0.25609756097561
"489",0.225352112676056
"490",0.225806451612903
"491",0.246478873239437
"492",0.280373831775701
"493",0.241379310344828
"494",0.222222222222222
"495",0.290322580645161
"496",0.300970873786408
"497",0.17741935483871
"498",0.243243243243243
"499",0.238805970149254
"500",0.243243243243243
"501",0.255102040816326
"502",0.209677419354839
"503",0.309278350515464
"504",0.17741935483871
"505",0.194117647058824
"506",0.197368421052632
"507",0.306451612903226
"508",0.241935483870968
"509",0.25
"510",0.17741935483871
"511",0.194029850746269
"512",0.209677419354839
"513",0.231481481481482
"514",0.228260869565217
"515",0.28
"516",0.203296703296703
"517",0.306451612903226
"518",0.267441860465116
"519",0.0967741935483871
"520",0.193548387096774
"521",0.225806451612903
"522",0.209677419354839
"523",0.176470588235294
"524",0.208333333333333
"525",0.145161290322581
"526",0.256410256410256
"527",0.214285714285714
"528",0.26
"529",0.225806451612903
"530",0.209677419354839
"531",0.245098039215686
"532",0.225806451612903
"533",0.223404255319149
"534",0.258064516129032
"535",0.17741935483871
"536",0.221428571428571
"537",0.211382113821138
"538",0.202898550724638
"539",0.210144927536232
"540",0.32258064516129
"541",0.242857142857143
"542",0.247191011235955
"543",0.225806451612903
"544",0.225806451612903
"545",0.290322580645161
"546",0.193548387096774
"547",0.181818181818182
"548",0.209677419354839
"549",0.173913043478261
"550",0.209677419354839
"551",0.197183098591549
"552",0.209677419354839
"553",0.210526315789474
"554",0.145161290322581
"555",0.227722772277228
"556",0.17741935483871
"557",0.275
"558",0.213333333333333
"559",0.258064516129032
"560",0.245762711864407
"561",0.209677419354839
"562",0.193548387096774
"563",0.0806451612903226
"564",0.193548387096774
"565",0.193548387096774
"566",0.229885057471264
"567",0.129032258064516
"568",0.241935483870968
"569",0.209677419354839
"570",0.129032258064516
"571",0.112903225806452
"572",0.145161290322581
"573",0.145161290322581
"574",0.204301075268817
"575",0.221238938053097
"576",0.112903225806452
"577",0.17741935483871
"578",0.17741935483871
"579",0.136363636363636
"580",0.287878787878788
"581",0.145161290322581
"582",0.221153846153846
"583",0.258064516129032
"584",0.17741935483871
"585",0.17741935483871
"586",0.209677419354839
"587",0.291338582677165
"588",0.202127659574468
"589",0.225806451612903
"590",0.216981132075472
"591",0.161290322580645
"592",0.197183098591549
"593",0.258064516129032
"594",0.209677419354839
"595",0.194805194805195
"596",0.194805194805195
"597",0.186440677966102
"598",0.225806451612903
"599",0.225806451612903
"600",0.246478873239437
"601",0.214285714285714
"602",0.174107142857143
"603",0.258928571428571
"604",0.218978102189781
"605",0.2265625
"606",0.238532110091743
"607",0.276785714285714
"608",0.225806451612903
"609",0.264957264957265
"610",0.222222222222222
"611",0.23972602739726
"612",0.2
"613",0.201438848920863
"614",0.212765957446808
"615",0.126984126984127
"616",0.241935483870968
"617",0.17741935483871
"618",0.214876033057851
"619",0.274725274725275
"620",0.161290322580645
"621",0.193548387096774
"622",0.225806451612903
"623",0.125
"624",0.126984126984127
"625",0.193548387096774
"626",0.145161290322581
"627",0.193548387096774
"628",0.209677419354839
"629",0.129032258064516
"630",0.21978021978022
"631",0.209677419354839
"632",0.125
"633",0.151515151515151
"634",0.225806451612903
"635",0.241935483870968
"636",0.209677419354839
"637",0.212121212121212
"638",0.290322580645161
"639",0.193548387096774
"640",0.193548387096774
"641",0.274193548387097
"642",0.193548387096774
"643",0.225806451612903
"644",0.254385964912281
"645",0.17741935483871
"646",0.194444444444444
"647",0.229166666666667
"648",0.2
"649",0.193548387096774
"650",0.161290322580645
"651",0.222222222222222
"652",0.161764705882353
"653",0.1875
"654",0.241935483870968
"655",0.145161290322581
"656",0.27710843373494
"657",0.166666666666667
"658",0.290322580645161
"659",0.25974025974026
"660",0.241935483870968
"661",0.209677419354839
"662",0.180555555555556
"663",0.225806451612903
"664",0.258064516129032
"665",0.225806451612903
"666",0.193548387096774
"667",0.142857142857143
"668",0.209677419354839
"669",0.196531791907514
"670",0.221052631578947
"671",0.197368421052632
"672",0.193548387096774
"673",0.161290322580645
"674",0.225806451612903
"675",0.193548387096774
"676",0.225806451612903
"677",0.227272727272727
"678",0.145161290322581
"679",0.206521739130435
"680",0.213483146067416
"681",0.237037037037037
"682",0.209302325581395
"683",0.233333333333333
"684",0.302083333333333
"685",0.268292682926829
"686",0.241935483870968
"687",0.208333333333333
"688",0.198675496688742
"689",0.129032258064516
"690",0.234375
"691",0.22463768115942
"692",0.215909090909091
"693",0.193548387096774
"694",0.25
"695",0.216494845360825
"696",0.217391304347826
"697",0.205607476635514
"698",0.184615384615385
"699",0.234042553191489
"700",0.260869565217391
"701",0.209677419354839
"702",0.184615384615385
"703",0.225806451612903
"704",0.256410256410256
"705",0.112903225806452
"706",0.196969696969697
"707",0.146666666666667
"708",0.180952380952381
"709",0.145161290322581
"710",0.239583333333333
"711",0.218390804597701
"712",0.193548387096774
"713",0.17741935483871
"714",0.17741935483871
"715",0.274193548387097
"716",0.161290322580645
"717",0.17741935483871
"718",0.301204819277108
"719",0.228571428571429
"720",0.225806451612903
"721",0.112903225806452
"722",0.161290322580645
"723",0.241935483870968
"724",0.17741935483871
"725",0.225806451612903
"726",0.209677419354839
"727",0.191780821917808
"728",0.209677419354839
"729",0.209677419354839
"730",0.209677419354839
"731",0.207792207792208
"732",0.161290322580645
"733",0.225806451612903
"734",0.191780821917808
"735",0.193548387096774
"736",0.258064516129032
"737",0.258064516129032
"738",0.193548387096774
"739",0.280373831775701
"740",0.338709677419355
"741",0.241935483870968
"742",0.209677419354839
"743",0.241935483870968
"744",0.17741935483871
"745",0.225806451612903
"746",0.112903225806452
"747",0.233766233766234
"748",0.174603174603175
"749",0.145161290322581
"750",0.32258064516129
"751",0.193548387096774
"752",0.193548387096774
"753",0.241935483870968
"754",0.274193548387097
"755",0.258064516129032
"756",0.241935483870968
"757",0.209677419354839
"758",0.162162162162162
"759",0.241935483870968
"760",0.225806451612903
"761",0.193548387096774
"762",0.258064516129032
"763",0.225806451612903
"764",0.169014084507042
"765",0.22
"766",0.153846153846154
"767",0.354838709677419
"768",0.241935483870968
"769",0.225806451612903
"770",0.193548387096774
"771",0.17741935483871
"772",0.193548387096774
"773",0.228260869565217
"774",0.274193548387097
"775",0.209677419354839
"776",0.225806451612903
"777",0.2625
"778",0.189189189189189
"779",0.161290322580645
"780",0.180412371134021
"781",0.177142857142857
"782",0.20952380952381
"783",0.285714285714286
"784",0.274193548387097
"785",0.267441860465116
"786",0.1875
"787",0.241935483870968
"788",0.241935483870968
"789",0.194029850746269
"790",0.222222222222222
"791",0.17741935483871
"792",0.193548387096774
"793",0.28125
"794",0.271428571428571
"795",0.241935483870968
"796",0.247191011235955
"797",0.209677419354839
"798",0.209677419354839
"799",0.258064516129032
"800",0.202380952380952
"801",0.252873563218391
"802",0.235294117647059
"803",0.17741935483871
"804",0.225806451612903
"805",0.209677419354839
"806",0.225806451612903
"807",0.189189189189189
"808",0.17741935483871
"809",0.145161290322581
"810",0.290322580645161
"811",0.283185840707965
"812",0.234375
"813",0.194444444444444
"814",0.17741935483871
"815",0.225806451612903
"816",0.17741935483871
"817",0.197183098591549
"818",0.161290322580645
"819",0.161290322580645
"820",0.0483870967741935
"821",0.161290322580645
"822",0.17741935483871
"823",0.234042553191489
"824",0.258064516129032
"825",0.161290322580645
"826",0.129032258064516
"827",0.145161290322581
"828",0.290322580645161
"829",0.2
"830",0.225806451612903
"831",0.145161290322581
"832",0.189473684210526
"833",0.225806451612903
"834",0.194029850746269
"835",0.193548387096774
"836",0.354838709677419
"837",0.241935483870968
"838",0.354838709677419
"839",0.274193548387097
"840",0.193548387096774
"841",0.129032258064516
"842",0.225490196078431
"843",0.240740740740741
"844",0.28
"845",0.25
"846",0.241935483870968
"847",0.0806451612903226
"848",0.241935483870968
"849",0.125
"850",0.228813559322034
"851",0.193548387096774
"852",0.193548387096774
"853",0.161290322580645
"854",0.197183098591549
"855",0.193548387096774
"856",0.241935483870968
"857",0.112903225806452
"858",0.129032258064516
"859",0.161290322580645
"860",0.28125
"861",0.193548387096774
"862",0.193548387096774
"863",0.174603174603175
"864",0.274193548387097
"865",0.202702702702703
"866",0.129032258064516
"867",0.168831168831169
"868",0.225806451612903
"869",0.275229357798165
"870",0.228915662650602
"871",0.28169014084507
"872",0.193548387096774
"873",0.145161290322581
"874",0.225806451612903
"875",0.225806451612903
"876",0.209677419354839
"877",0.225806451612903
"878",0.17741935483871
"879",0.111111111111111
"880",0.193548387096774
"881",0.225806451612903
"882",0.209677419354839
"883",0.209677419354839
"884",0.145161290322581
"885",0.193548387096774
"886",0.161290322580645
"887",0.203125
"888",0.161290322580645
"889",0.209677419354839
"890",0.209677419354839
"891",0.258064516129032
"892",0.241935483870968
"893",0.193548387096774
"894",0.272727272727273
"895",0.218181818181818
"896",0.193548387096774
"897",0.177215189873418
"898",0.225806451612903
"899",0.225806451612903
"900",0.21875
"901",0.206185567010309
"902",0.145161290322581
"903",0.258620689655172
"904",0.223021582733813
"905",0.201834862385321
"906",0.232758620689655
"907",0.234567901234568
"908",0.228571428571429
"909",0.244274809160305
"910",0.290322580645161
"911",0.258064516129032
"912",0.234375
"913",0.112903225806452
"914",0.225806451612903
"915",0.193548387096774
"916",0.209677419354839
"917",0.138461538461538
"918",0.225806451612903
"919",0.241935483870968
"920",0.193548387096774
"921",0.225806451612903
"922",0.17741935483871
"923",0.17741935483871
"924",0.17741935483871
"925",0.193548387096774
"926",0.136986301369863
"927",0.112903225806452
"928",0.228571428571429
"929",0.230769230769231
"930",0.228346456692913
"931",0.32258064516129
"932",0.258064516129032
"933",0.145161290322581
"934",0.217948717948718
"935",0.237623762376238
"936",0.193548387096774
"937",0.136363636363636
"938",0.171875
"939",0.185567010309278
"940",0.220930232558139
"941",0.161290322580645
"942",0.213592233009709
"943",0.238532110091743
"944",0.209677419354839
"945",0.209677419354839
"946",0.17741935483871
"947",0.17741935483871
"948",0.193548387096774
"949",0.17741935483871
"950",0.232323232323232
"951",0.21551724137931
"952",0.215909090909091
"953",0.145161290322581
"954",0.145161290322581
"955",0.217687074829932
"956",0.174603174603175
"957",0.232044198895028
"958",0.198412698412698
"959",0.242424242424242
"960",0.247863247863248
"961",0.1875
"962",0.225
"963",0.226950354609929
"964",0.24390243902439
"965",0.186335403726708
"966",0.202898550724638
"967",0.213836477987421
"968",0.213793103448276
"969",0.306451612903226
"970",0.17741935483871
"971",0.217391304347826
"972",0.161290322580645
"973",0.206521739130435
"974",0.155844155844156
"975",0.225806451612903
"976",0.203592814371258
"977",0.140625
"978",0.232258064516129
"979",0.258064516129032
"980",0.112903225806452
"981",0.193548387096774
"982",0.258064516129032
"983",0.169230769230769
"984",0.225806451612903
"985",0.258064516129032
"986",0.0645161290322581
"987",0.161290322580645
"988",0.17741935483871
"989",0.241935483870968
"990",0.161290322580645
"991",0.24822695035461
"992",0.241935483870968
"993",0.17741935483871
"994",0.193548387096774
"995",0.225806451612903
"996",0.282608695652174
"997",0.209677419354839
"998",0.209677419354839
"999",0.258064516129032
"1000",0.225806451612903
"1001",0.193548387096774
"1002",0.258064516129032
"1003",0.169230769230769
"1004",0.306451612903226
"1005",0.194444444444444
"1006",0.282828282828283
"1007",0.23943661971831
"1008",0.26865671641791
"1009",0.225806451612903
"1010",0.258823529411765
"1011",0.17741935483871
"1012",0.112903225806452
"1013",0.145161290322581
"1014",0.161290322580645
"1015",0.186666666666667
"1016",0.241935483870968
"1017",0.2375
"1018",0.17741935483871
"1019",0.17741935483871
"1020",0.216867469879518
"1021",0.17741935483871
"1022",0.241379310344828
"1023",0.225165562913907
"1024",0.241935483870968
"1025",0.193548387096774
"1026",0.145161290322581
"1027",0.246575342465753
"1028",0.237623762376238
"1029",0.176470588235294
"1030",0.206666666666667
"1031",0.22680412371134
"1032",0.240740740740741
"1033",0.17741935483871
"1034",0.225806451612903
"1035",0.161290322580645
"1036",0.17741935483871
"1037",0.235294117647059
"1038",0.221052631578947
"1039",0.269565217391304
"1040",0.19375
"1041",0.209677419354839
"1042",0.224806201550388
"1043",0.234848484848485
"1044",0.145161290322581
"1045",0.236111111111111
"1046",0.193548387096774
"1047",0.209677419354839
"1048",0.145161290322581
"1049",0.17741935483871
"1050",0.197368421052632
"1051",0.258064516129032
"1052",0.239669421487603
"1053",0.227272727272727
"1054",0.225806451612903
"1055",0.209677419354839
"1056",0.241935483870968
"1057",0.185714285714286
"1058",0.229166666666667
"1059",0.258064516129032
"1060",0.241935483870968
"1061",0.193548387096774
"1062",0.209677419354839
"1063",0.209677419354839
"1064",0.180555555555556
"1065",0.274193548387097
"1066",0.223140495867769
"1067",0.302325581395349
"1068",0.271739130434783
"1069",0.161290322580645
"1070",0.161290322580645
"1071",0.225806451612903
"1072",0.209677419354839
"1073",0.225806451612903
"1074",0.246153846153846
"1075",0.193181818181818
"1076",0.193548387096774
"1077",0.290322580645161
"1078",0.217391304347826
"1079",0.205882352941177
"1080",0.206521739130435
"1081",0.267241379310345
"1082",0.193548387096774
"1083",0.17741935483871
"1084",0.236363636363636
"1085",0.197530864197531
"1086",0.274193548387097
"1087",0.213333333333333
"1088",0.225806451612903
"1089",0.209677419354839
"1090",0.209677419354839
"1091",0.209677419354839
"1092",0.193548387096774
"1093",0.225806451612903
"1094",0.241935483870968
"1095",0.238095238095238
"1096",0.193548387096774
"1097",0.161290322580645
"1098",0.274193548387097
"1099",0.225806451612903
"1100",0.225806451612903
"1101",0.209677419354839
"1102",0.225806451612903
"1103",0.209677419354839
"1104",0.214285714285714
"1105",0.17741935483871
"1106",0.17741935483871
"1107",0.145161290322581
"1108",0.215909090909091
"1109",0.274193548387097
"1110",0.211764705882353
"1111",0.193548387096774
"1112",0.225806451612903
"1113",0.17741935483871
"1114",0.138888888888889
"1115",0.241935483870968
"1116",0.265822784810127
"1117",0.17741935483871
"1118",0.278350515463918
"1119",0.241935483870968
"1120",0.264150943396226
"1121",0.193548387096774
"1122",0.290322580645161
"1123",0.274193548387097
"1124",0.220588235294118
"1125",0.225806451612903
"1126",0.210526315789474
"1127",0.202702702702703
"1128",0.161290322580645
"1129",0.194444444444444
"1130",0.22463768115942
"1131",0.193548387096774
"1132",0.161290322580645
"1133",0.0967741935483871
"1134",0.241935483870968
"1135",0.129032258064516
"1136",0.354838709677419
"1137",0.228813559322034
"1138",0.180851063829787
"1139",0.129032258064516
"1140",0.192982456140351
"1141",0.225806451612903
"1142",0.243589743589744
"1143",0.226027397260274
"1144",0.225806451612903
"1145",0.202127659574468
"1146",0.171875
"1147",0.225806451612903
"1148",0.228571428571429
"1149",0.258064516129032
"1150",0.338709677419355
"1151",0.241935483870968
"1152",0.225806451612903
"1153",0.225806451612903
"1154",0.209677419354839
"1155",0.290322580645161
"1156",0.161290322580645
"1157",0.129032258064516
"1158",0.17741935483871
"1159",0.17741935483871
"1160",0.241935483870968
"1161",0.225806451612903
"1162",0.223880597014925
"1163",0.238805970149254
"1164",0.225806451612903
"1165",0.17741935483871
"1166",0.17741935483871
"1167",0.265957446808511
"1168",0.2
"1169",0.2
"1170",0.220994475138122
"1171",0.1875
"1172",0.232876712328767
"1173",0.260869565217391
"1174",0.186868686868687
"1175",0.193548387096774
"1176",0.284090909090909
"1177",0.145161290322581
"1178",0.2625
"1179",0.242424242424242
"1180",0.234234234234234
"1181",0.241071428571429
"1182",0.209677419354839
"1183",0.231292517006803
"1184",0.247787610619469
"1185",0.252747252747253
"1186",0.151515151515151
"1187",0.247524752475248
"1188",0.275
"1189",0.159420289855073
"1190",0.228260869565217
"1191",0.258064516129032
"1192",0.198019801980198
"1193",0.238636363636364
"1194",0.290322580645161
"1195",0.290322580645161
"1196",0.229166666666667
"1197",0.189873417721519
"1198",0.209677419354839
"1199",0.193548387096774
"1200",0.206521739130435
"1201",0.265957446808511
"1202",0.225352112676056
"1203",0.209677419354839
"1204",0.161290322580645
"1205",0.247191011235955
"1206",0.209677419354839
"1207",0.17741935483871
"1208",0.230088495575221
"1209",0.258064516129032
"1210",0.209677419354839
"1211",0.184615384615385
"1212",0.194029850746269
"1213",0.220338983050847
"1214",0.236559139784946
"1215",0.209677419354839
"1216",0.17741935483871
"1217",0.225806451612903
"1218",0.194029850746269
"1219",0.209677419354839
"1220",0.161290322580645
"1221",0.229166666666667
"1222",0.210526315789474
"1223",0.225806451612903
"1224",0.209677419354839
"1225",0.193548387096774
"1226",0.193548387096774
"1227",0.129032258064516
"1228",0.0483870967741935
"1229",0.258426966292135
"1230",0.246913580246914
"1231",0.209677419354839
"1232",0.193548387096774
"1233",0.17741935483871
"1234",0.17741935483871
"1235",0.193548387096774
"1236",0.206349206349206
"1237",0.225806451612903
"1238",0.145161290322581
"1239",0.241935483870968
"1240",0.161290322580645
"1241",0.164383561643836
"1242",0.186666666666667
"1243",0.193548387096774
"1244",0.201298701298701
"1245",0.231292517006803
"1246",0.218390804597701
"1247",0.28169014084507
"1248",0.257731958762887
"1249",0.151515151515151
"1250",0.235294117647059
"1251",0.244444444444444
"1252",0.233082706766917
"1253",0.193548387096774
"1254",0.223300970873786
"1255",0.25
"1256",0.216666666666667
"1257",0.129032258064516
"1258",0.263736263736264
"1259",0.22972972972973
"1260",0.17741935483871
"1261",0.193548387096774
"1262",0.241935483870968
"1263",0.306451612903226
"1264",0.178082191780822
"1265",0.17741935483871
"1266",0.145161290322581
